Sentence,Type
http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=1890&b1=confirmar,Benign
http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=whaley&password=arnillo&nombre=%d3scar&apellidos=baroja+terr%e9&email=manko%40irmedia.sn&dni=91910354p&direccion=camino+carbonell%2c+162+6-h&ciudad=albiztur&cp=03177&provincia=palencia&ntc=5887491826149969&b1=registrar,Benign
http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=ly&password=es0099era&nombre=madelaine&apellidos=cusquisiban+ocifuente&email=orman.albertazzi%40raullazaro.is&dni=62349975b&direccion=calle+porta+de+la+morera+78+&ciudad=huerta+de+la+obispal%eda&cp=26211&provincia=la+rioja&ntc=2661491792098457&b1=registrar,Benign
http://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=jam%f3n+ib%e9rico&precio=39&cantidad=50&b1=a%f1adir+al+carrito,Benign
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=barentse&pwd=8h5cha2&remember=on&b1=entrar,Benign
http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=5616&b1=confirmar,Benign
http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=gaye&password=cada%f1era&nombre=an%edcar&apellidos=cornell+alumbrer&email=reinheart_duguid%40ricardrovirag.dj&dni=82147632g&direccion=travesia+lerin+173%2c+12%3fg&ciudad=torralba+de+arag%f3n&cp=42961&provincia=teruel&ntc=9993912962244867&b1=registrar,Benign
http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=elfie&password=poli%c178ui92&nombre=giovanno&apellidos=bouffanais+torralba&email=lune-dulier%40natravea.py&dni=34756820w&direccion=doctor+buenaventura+carreras%2c+27%2c+&ciudad=rueda+de+jal%f3n&cp=12415&provincia=alicante&ntc=3879778878191159&b1=registrar,Benign
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=imi&pwd=reeducaci%f3n&remember=on&b1=entrar,Benign
http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=8734&b1=pasar+por+caja,Benign
http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=guindon&password=repetici%f3n&nombre=paz&apellidos=brunori&email=outlaw%40hiperzaragoza.cf&dni=45936510j&direccion=calle+vigo%2c+52%2c+&ciudad=santo+tom%e9&cp=45638&provincia=huelva&ntc=2281383911416471&b1=registrar,Benign
http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=max&password=susan&nombre=lucinio&apellidos=ponseti+vilarrasa&email=oudrey%403horas.bg&dni=21264850q&direccion=calle+yuca+151%2c+9%3fh&ciudad=castro-urdiales&cp=09108&provincia=badajoz&ntc=2726481984046750&b1=registrar,Benign
http://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=queso+manchego&precio=39&cantidad=79&b1=a%f1adir+al+carrito,Benign
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=rudyard&pwd=br3%24o5&remember=off&b1=entrar,Benign
http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=1797&b1=pasar+por+caja,Benign
http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=kissee&password=9e6ch1&nombre=tahiel&apellidos=izurieta+reyes&email=rye-salvo%40cabare.com.so&dni=18422480d&direccion=calle+dos+casti%f1eiros+121%2c+1e&ciudad=redal%2c+el&cp=09258&provincia=segovia&ntc=3480043812714529&b1=registrar,Benign
http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=vowels&password=ro521&nombre=fiona&apellidos=zafrilla+terrades&email=zachrisson%40flipflap.bw&dni=17192798e&direccion=calle+juan+rodriguez+quegles+117%2c+9%3fe&ciudad=san+felices&cp=44169&provincia=c%e1ceres&ntc=1090040479290871&b1=registrar,Benign
http://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=queso+manchego&precio=85&cantidad=33&b1=a%f1adir+al+carrito,Benign
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=haskins&pwd=kil%f3metro&remember=off&b1=entrar,Benign
http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=2358&b1=pasar+por+caja,Benign
http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=lissa5&password=tr50d8r&nombre=alenka&apellidos=atabales&email=gruda%40familiamarino.travel&dni=90805757d&direccion=plaza+de+zaragoza%2c+101%2c+1f&ciudad=villamediana&cp=02802&provincia=guadalajara&ntc=8087141457214806&b1=registrar,Benign
http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=kaete&password=ignorancia&nombre=tarciano&apellidos=obrador+caubet&email=kongkaketr%40supercover.rs&dni=03235962t&direccion=c%2f+pare+soler%2c+s%2fn+&ciudad=vinaixa&cp=35539&provincia=huesca&ntc=4305294367243754&b1=registrar,Benign
http://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=queso+manchego&precio=85&cantidad=64&b1=a%f1adir+al+carrito,Benign
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=laidlaw1&pwd=ba.nas&remember=on&b1=entrar,Benign
http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=7917&b1=confirmar,Benign
http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=jolynn&password=instructor&nombre=tesira&apellidos=carball%e9s+cendreros&email=siegenberg%40faders.com.kp&dni=88055530f&direccion=cerro+de+san+cristobal%2c+s%2fn+&ciudad=villar+del+humo&cp=29494&provincia=cantabria&ntc=8126996754527871&b1=registrar,Benign
http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=cai&password=c724atina&nombre=jaganath&apellidos=monfort&email=parchment%40itrends.ic&dni=15756299b&direccion=urbanizacion+parra%2c+132%2c+11-g&ciudad=puerta+de+segura%2c+la&cp=08619&provincia=tarragona&ntc=0293357285590296&b1=registrar,Benign
http://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=jam%f3n+ib%e9rico&precio=39&cantidad=97&b1=a%f1adir+al+carrito,Benign
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=zahir&pwd=alcanzamiento&remember=off&b1=entrar,Benign
http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=7232&b1=pasar+por+caja,Benign
http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=mordecai&password=vaharada&nombre=jesumina&apellidos=calzoncit+alapont&email=bosacker-bellwood%40thecupidhouse.mv&dni=46905908f&direccion=c%2f+jose+bardosano+baos%2c+s%2fn+&ciudad=rionansa&cp=26311&provincia=palencia&ntc=3483526902991693&b1=registrar,Benign
http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=luz&password=3emor0t8si6o&nombre=reuben&apellidos=paton+bagot&email=antonopoulos%40estudientes.tk&dni=12765802c&direccion=antonio+perez%2c+67+3%3fe&ciudad=aldeaseca+de+la+frontera&cp=50616&provincia=barcelona&ntc=7980831923701577&b1=registrar,Benign
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=yu&pwd=cascabelear&remember=on&b1=entrar,Benign
http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=3767&b1=confirmar,Benign
http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=saunders&password=impuesto&nombre=yanira&apellidos=otero&email=crone6%40tiaherminia.sh&dni=68742403a&direccion=calle+cantueso+89+&ciudad=enguera&cp=44709&provincia=sevilla&ntc=4620750068228156&b1=registrar,Benign
http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=hoon&password=morbo&nombre=maurizio&apellidos=somiedo+giron%e8s&email=mangini%40cubiertoscbb.an&dni=44630312p&direccion=monasterio+de+nuestra+se%f1ora+de+los+angeles+111+&ciudad=vall-llobrega&cp=39571&provincia=zamora&ntc=0187907892959406&b1=registrar,Benign
http://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=jam%f3n+ib%e9rico&precio=85&cantidad=65&b1=a%f1adir+al+carrito,Benign
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=blinni&pwd=lo0ador&remember=off&b1=entrar,Benign
http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=2883&b1=pasar+por+caja,Benign
http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=mancini&password=43on954g3ca&nombre=juanse&apellidos=azexas+crusella&email=vidor%40ocymafa.lc&dni=75367969m&direccion=calle+manuel+cano+%22el+pireo%22+93+&ciudad=real+de+san+vicente%2c+el&cp=47419&provincia=salamanca&ntc=6344893848965034&b1=registrar,Benign
http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=braganza1&password=algente&nombre=rangle&apellidos=lanza&email=hayden.jarret%40comodepilarse.am&dni=32592460b&direccion=c%2f+jose+maria+giles+ontiveros+149+&ciudad=doz%f3n&cp=17538&provincia=m%e1laga&ntc=1560160893774975&b1=registrar,Benign
http://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=queso+manchego&precio=39&cantidad=64&b1=a%f1adir+al+carrito,Benign
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=blodgett&pwd=7lam3re7&remember=on&b1=entrar,Benign
http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=2856&b1=pasar+por+caja,Benign
http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=hennebur&password=ni6t17%21a8t6&nombre=tayla&apellidos=holzmann&email=rowland.bog%40magadan.com.com&dni=73379323p&direccion=pl.+caidos+144+6a&ciudad=cobos+de+cerrato&cp=03829&provincia=%c1vila&ntc=3607118257162367&b1=registrar,Benign
http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=hallman&password=narguile&nombre=dimas&apellidos=aleu+alcaide&email=lohman_wieder%40tantra-gay.ch&dni=13088088f&direccion=calle+la+cuesta+92%2c+&ciudad=chulilla&cp=33394&provincia=barcelona&ntc=5074390978269866&b1=registrar,Benign
http://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=vino+rioja&precio=100&cantidad=83&b1=a%f1adir+al+carrito,Benign
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=simen&pwd=ochentena&remember=off&b1=entrar,Benign
http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=7792&b1=confirmar,Benign
http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=kimmie&password=tr%e9mulo&nombre=carina&apellidos=higueras+taltavul&email=fernardel-presies%40comodindelhogar.tg&dni=91350622g&direccion=avda.+faro+65+&ciudad=val+de+san+mart%edn&cp=40360&provincia=barcelona&ntc=8662001179621550&b1=registrar,Benign
http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=rinawi&password=tabal&nombre=everardo&apellidos=padros+marsany&email=seto%40soyvasco.yu&dni=21034297s&direccion=av.+de+los+poblados+125%2c+&ciudad=saelices+de+la+sal&cp=47131&provincia=valladolid&ntc=6738008600544259&b1=registrar,Benign
http://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=queso+manchego&precio=100&cantidad=4&b1=a%f1adir+al+carrito,Benign
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=dickson&pwd=en3echar&remember=off&b1=entrar,Benign
http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=3149&b1=confirmar,Benign
http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=reddy&password=apr5nsar&nombre=danel&apellidos=vilanova&email=kinch%40estarencasa.my&dni=60591485d&direccion=calle+concepcion+benitez%2c+133%2c+&ciudad=badar%e1n&cp=48380&provincia=granada&ntc=5101738813776143&b1=registrar,Benign
http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=rosser&password=0e3969e9r3&nombre=evaristo&apellidos=buchar+blanque&email=parravicini%40hotelesjerez.mn&dni=29383133n&direccion=paseo+de+las+provincias%2c+66+&ciudad=puente+de+domingo+fl%f3rez&cp=40212&provincia=huesca&ntc=1590407338367514&b1=registrar,Benign
http://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=queso+manchego&precio=39&cantidad=26&b1=a%f1adir+al+carrito,Benign
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=shela&pwd=99ic701%f37&remember=off&b1=entrar,Benign
http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=2167&b1=pasar+por+caja,Benign
http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=weimin&password=reposici%f3n&nombre=i%f1igo&apellidos=florit+tobella&email=crystal%40941.cg&dni=11398418d&direccion=avda.+ana+de+viya+77+&ciudad=alt+%c0neu&cp=05358&provincia=soria&ntc=7593492603820310&b1=registrar,Benign
http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=checinsk&password=p5der&nombre=mateo&apellidos=aguarta&email=pringle%403horas.ma&dni=13641255r&direccion=francisco+jare%f1o+117%2c+&ciudad=mara%f1%f3n&cp=15957&provincia=valencia&ntc=0652568665316842&b1=registrar,Benign
http://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=jam%f3n+ib%e9rico&precio=85&cantidad=41&b1=a%f1adir+al+carrito,Benign
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=guoming&pwd=9039zog7r&remember=off&b1=entrar,Benign
http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=2181&b1=pasar+por+caja,Benign
http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=napoleon&password=vinagrillo&nombre=matco&apellidos=casademont&email=tomel%40sindualidad.mx&dni=47767604p&direccion=c%2f+amos+de+escalante+s%2fn+&ciudad=sant+joan&cp=48860&provincia=castell%f3n&ntc=0144393877798294&b1=registrar,Benign
http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=praveen&password=esp%e1cica&nombre=hiram&apellidos=alicante+oruna&email=kahanamoku%40restaurantepicopico.gr&dni=72427296c&direccion=plaza+zabalburu+188%2c+&ciudad=galapagar&cp=34469&provincia=tarragona&ntc=7342954400836370&b1=registrar,Benign
http://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=jam%f3n+ib%e9rico&precio=39&cantidad=31&b1=a%f1adir+al+carrito,Benign
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=engle&pwd=nitr-al&remember=on&b1=entrar,Benign
http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=8875&b1=pasar+por+caja,Benign
http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=vandewou&password=baladrear&nombre=braddey&apellidos=fusta+carde%f1a&email=dannemann%40ytv.com.edu&dni=87757619s&direccion=c%2f+jovellar+130%2c+7a&ciudad=pi%f1el+de+arriba&cp=24272&provincia=vizcaya&ntc=4127869254393637&b1=registrar,Benign
http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=se&password=uno&nombre=aroldo&apellidos=la+serna+ripa&email=silvain%40addl.yu&dni=04185564r&direccion=c%2f+san+agustin+s%2fn+&ciudad=zarza-capilla&cp=44001&provincia=cuenca&ntc=6002195366442297&b1=registrar,Benign
http://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=jam%f3n+ib%e9rico&precio=85&cantidad=88&b1=a%f1adir+al+carrito,Benign
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=adimari&pwd=409e%24jo&remember=off&b1=entrar,Benign
http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=3101&b1=pasar+por+caja,Benign
http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=tripp&password=shuttle&nombre=sili&apellidos=montanyola+codony&email=landsberg.goff%40ttivoni.py&dni=51999737a&direccion=calle+alicante%2c+62%2c+6%3fg&ciudad=moraleda+de+zafayona&cp=39571&provincia=barcelona&ntc=8543941291101641&b1=registrar,Benign
http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=enno&password=8untu7s6&nombre=emerio&apellidos=segovia&email=schaffner%40mediacar.ck&dni=31237989x&direccion=cami+cal+notari%2c+113%2c+3-c&ciudad=mas+de+las+matas&cp=37183&provincia=zaragoza&ntc=5691189778141307&b1=registrar,Benign
http://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=jam%f3n+ib%e9rico&precio=39&cantidad=10&b1=a%f1adir+al+carrito,Benign
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=chevy&pwd=batanea%21r&remember=off&b1=entrar,Benign
http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=2982&b1=pasar+por+caja,Benign
http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=dommety&password=exorabl%24e&nombre=adelqui&apellidos=treserra+nu%f1ez&email=pina.diarra%40annoyanc.zm&dni=88363371q&direccion=grup+de+la+trinitat+vella%2c+11%2c+6c&ciudad=secastilla&cp=08785&provincia=barcelona&ntc=1020993455654190&b1=registrar,Benign
http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=sherrye&password=32iz88t0co&nombre=juliano&apellidos=villamea+chavez&email=lo%40lecriture.sv&dni=54930635b&direccion=calle+curras%2c+144%2c+12%3fh&ciudad=mequinenza&cp=09615&provincia=teruel&ntc=5125969567239018&b1=registrar,Benign
http://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=vino+rioja&precio=85&cantidad=36&b1=a%f1adir+al+carrito,Benign
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=jamnejad&pwd=7esprovisto&remember=on&b1=entrar,Benign
http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=249&b1=pasar+por+caja,Benign
http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=peng-dav&password=t-rincar&nombre=avito&apellidos=villagr%e0&email=jacob.giraud%40gia.com.museum&dni=71422625n&direccion=camin+ca+n+abadal%2c+90%2c+&ciudad=zorita&cp=38420&provincia=huesca&ntc=9952665063635999&b1=registrar,Benign
http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=hehn-sch&password=altivo&nombre=jhesua&apellidos=urgell+raposo&email=birkhead_kiem%40masqueclases.es&dni=00747428c&direccion=los+ajustadores%2c+19+1%3fc&ciudad=torrecilla+de+la+torre&cp=24153&provincia=alicante&ntc=2121344764187847&b1=registrar,Benign
http://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=queso+manchego&precio=39&cantidad=71&b1=a%f1adir+al+carrito,Benign
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=trev&pwd=en4rel%ed7ea&remember=on&b1=entrar,Benign
http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=4013&b1=confirmar,Benign
http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=covingto&password=albinismo&nombre=angelino&apellidos=bascu%f1an+linares&email=zembrzuska.william%40cirugiaalbeiteria.jm&dni=41646336y&direccion=calle+homero+43%2c+2%3ff&ciudad=ausejo+de+la+sierra&cp=43717&provincia=burgos&ntc=6630461706206097&b1=registrar,Benign
http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=sheelagh&password=rehin3hir&nombre=heraldo&apellidos=gonyalon+salobre%f1a&email=goertz%40satellites.st&dni=71658245c&direccion=c%2f+luis+llorente%2c+s%2fn%2c+11%3fg&ciudad=lorqu%ed&cp=10883&provincia=valencia&ntc=7089450300383912&b1=registrar,Benign
http://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=queso+manchego&precio=85&cantidad=93&b1=a%f1adir+al+carrito,Benign
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=bondy&pwd=trom%24pis&remember=off&b1=entrar,Benign
http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=8234&b1=pasar+por+caja,Benign
http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=cabot8&password=ba%3frcelonesa&nombre=amaia&apellidos=zabaleta+chiri&email=massart%40alquivira.tl&dni=70805099j&direccion=calle+choupo%2c+190+6g&ciudad=sargentes+de+la+lora&cp=06192&provincia=huelva&ntc=5991607110064333&b1=registrar,Benign
http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=kawa2&password=2a1e&nombre=dayana&apellidos=alc%e1cer+escalona&email=visconti%40engibraltar.cc&dni=04831932t&direccion=calle+santa+felizia%2c+77+&ciudad=campo+de+criptana&cp=09108&provincia=badajoz&ntc=5597091457964469&b1=registrar,Benign
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=popcorn&pwd=1ob5etend1n&remember=on&b1=entrar,Benign
http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=9355&b1=pasar+por+caja,Benign
http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=daffi&password=t46sur3&nombre=sime%f3n&apellidos=frances+tapias&email=debucourt%40campodegolf.com.ge&dni=43368920m&direccion=plza.+boston+87%2c+10f&ciudad=valle+de+losa&cp=36450&provincia=le%f3n&ntc=8346016668545574&b1=registrar,Benign
http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=krystyna&password=heredada&nombre=sylvina&apellidos=donj%f3+vidaurreta&email=mahlowe%409horas.hu&dni=01899479r&direccion=c%2f+sierra+de+las+canales+151%2c+9%3fc&ciudad=alcudia+de+veo&cp=25382&provincia=valladolid&ntc=6078488350675466&b1=registrar,Benign
http://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=vino+rioja&precio=39&cantidad=31&b1=a%f1adir+al+carrito,Benign
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=mrozinsk&pwd=undular&remember=off&b1=entrar,Benign
http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=8963&b1=confirmar,Benign
http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=willyt&password=m6l0*3924&nombre=abercio&apellidos=ardite+fenollar&email=quynh%40deseoun.cy&dni=77613588l&direccion=calle+cercedilla%2c+5+&ciudad=busot&cp=08392&provincia=burgos&ntc=4969259247997773&b1=registrar,Benign
http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=brandais&password=amasado*ra&nombre=helvecia&apellidos=maurel+boatella&email=guitti%40showcarsmadrid.sh&dni=56090256h&direccion=grupo+carmen%2c+0+&ciudad=carratraca&cp=09268&provincia=barcelona&ntc=6567532223328674&b1=registrar,Benign
http://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=queso+manchego&precio=39&cantidad=96&b1=a%f1adir+al+carrito,Benign
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=abbate&pwd=bat%f3metro&remember=on&b1=entrar,Benign
http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=4883&b1=pasar+por+caja,Benign
http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=kerri-an&password=firmante&nombre=efeo&apellidos=baucells&email=pogson0%40intg.sv&dni=44746076j&direccion=calle+retama%2c+s%2fn+4%3fa&ciudad=salzadella%2c+la&cp=02211&provincia=zamora&ntc=2736756741430139&b1=registrar,Benign
http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=luk-shun&password=lavotear&nombre=talyi&apellidos=yermo&email=chenguelaia%40chicashumedas.km&dni=08935338e&direccion=calle+almenas%2c+184+&ciudad=manjab%e1lago&cp=42130&provincia=teruel&ntc=6684823708192883&b1=registrar,Benign
http://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=queso+manchego&precio=85&cantidad=12&b1=a%f1adir+al+carrito,Benign
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=dayberry&pwd=50287lle2ta7&remember=on&b1=entrar,Benign
http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=9148&b1=confirmar,Benign
http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=oam&password=_vej%f3n&nombre=flora&apellidos=avell%ed&email=barczy%40menorca.com.ua&dni=39712087b&direccion=avda.+pampaneira+49+&ciudad=herguijuela&cp=08519&provincia=cuenca&ntc=4828416855621815&b1=registrar,Benign
http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=salehi&password=cintura&nombre=ticiano&apellidos=puch+kinderman&email=trott%40campodegolf.com.ci&dni=12773567b&direccion=travessera+pizarro%2c+164%2c+&ciudad=cumbres+mayores&cp=05146&provincia=zamora&ntc=5592242504094790&b1=registrar,Benign
http://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=queso+manchego&precio=100&cantidad=15&b1=a%f1adir+al+carrito,Benign
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=riva&pwd=deschav_etado&remember=off&b1=entrar,Benign
http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=9605&b1=pasar+por+caja,Benign
http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=henk_smi&password=598u%246a&nombre=fidel&apellidos=fadrique+boher&email=navartil%40soyandaluz.va&dni=87265753g&direccion=c%2f+agustin+de+bethencourt+s%2fn+10%3fa&ciudad=plasenzuela&cp=48200&provincia=toledo&ntc=5513132638351756&b1=registrar,Benign
http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=danie5&password=gejionense&nombre=neltor&apellidos=berrutti+urena&email=kilburn%40madscience.com.br&dni=90552897b&direccion=calle+libertador+hidalgo+y+costilla%2c+46%2c+&ciudad=calles&cp=08395&provincia=guadalajara&ntc=0828516718923860&b1=registrar,Benign
http://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=queso+manchego&precio=85&cantidad=51&b1=a%f1adir+al+carrito,Benign
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=dunne&pwd=a%ednde&remember=on&b1=entrar,Benign
http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=5651&b1=confirmar,Benign
http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=ladymon&password=c6rn82bi3r18&nombre=samira&apellidos=enguita+alas&email=brix%40cup-id.sj&dni=82294376p&direccion=calle+pedro+maria++ric%2c+85%2c+&ciudad=pr%e1danos+de+bureba&cp=08390&provincia=cantabria&ntc=0280758464977644&b1=registrar,Benign
http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=sochovka&password=64stf8liano&nombre=johinna&apellidos=helguera+fern%e1ndez&email=gurnyak-heineman5%40quecole.co&dni=73527339l&direccion=calle+poeta+tabares+bartlet+s%2fn+11%3fa&ciudad=chercos&cp=37256&provincia=palencia&ntc=8646597555566388&b1=registrar,Benign
http://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=jam%f3n+ib%e9rico&precio=85&cantidad=95&b1=a%f1adir+al+carrito,Benign
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=beate&pwd=m%e1n90arra2&remember=off&b1=entrar,Benign
http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=1871&b1=pasar+por+caja,Benign
http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=dillon&password=pizar7oso&nombre=zaima&apellidos=arlat+poma&email=haake.mcgill6%40sexotelefono.mp&dni=53023458v&direccion=encarnacion%2c+75%2c+10%3fg&ciudad=arenzana+de+arriba&cp=50229&provincia=granada&ntc=1423865653601257&b1=registrar,Benign
http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=wren&password=ve9derse&nombre=safo&apellidos=roque+sanchon&email=hanson%40sotelink.cv&dni=36249511q&direccion=c%2f+amnistia+18%2c+&ciudad=cortes+de+arag%f3n&cp=16413&provincia=almer%eda&ntc=1449957376816866&b1=registrar,Benign
http://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=vino+rioja&precio=85&cantidad=47&b1=a%f1adir+al+carrito,Benign
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=justinia&pwd=monta%f1%e9s&remember=off&b1=entrar,Benign
